INFO,Title,Nasopharyngeal Carcinoma (NPC) Data Dictionary,,,,,,,,,
INFO,Name,npc_v1.0,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Consortium Info,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,Cleft Lip,"A congenital abnormality consisting of one or more clefts (splits) in the upper lip, which may be accompanied by a cleft palate; it is the result of the failure of the embryonic parts of the lip to fuse.",ncit:C87175,,,
PD,,,,,,Cleft Palate,A congenital abnormality consisting of a fissure in the midline of the hard and/or soft palate; it is the result of the failure of the two sides of the palate to fuse during embryonic development.,ncit:C87069,,,
PD,,,,,,Clubfoot,"The most common congenital deformation of the foot, occurring in 1 of 1,000 live births. The most common form is talipes equinovarus, where the deformed foot is turned downward and inward sharply.",ncit:C84641,,,
PD,,,,,,Colorectal Carcinoma,,,,,
PD,,,,,,Costello Syndrome,"A genetic syndrome caused by mutations in the HRAS gene. It is characterized by developmental delay, mental retardation, loose skin folds, cardiomyopathy, tachycardia, and structural heart defects. Patients are at an increased risk of developing benign or malignant neoplasms.",ncit:C84652,,,
PD,,,,,,Cranial Nerve Palsy,,,,,
PD,,,,,,Cushings Syndrome,"A syndrome caused by high levels of cortisol in the blood either due to excessive production and secretion of corticosteroids secondary to pituitary or adrenocortical neoplasms, or intake of glucocorticoid drugs. Signs and symptoms include a round face, upper body obesity, fragile and thin skin, purple stretch marks in the skin, fatigue, muscle weakness, hypertension, diabetes mellitus, hypertrichosis and amenorrhea in women, impotence in men, and osteoporosis.",ncit:C2969,,,
PD,,,,,,Cystic Nephroma,,,,,
PD,,,,,,Denys-Drash Syndrome,"A rare congenital syndrome caused by mutations in the WT1 gene. It is characterized by the presence of congenital nephropathy (diffuse mesangial sclerosis), Wilms tumor, and intersex disorders.",ncit:C84668,,,
PD,,,,,,Diabetes Mellitus (Type I),A chronic condition characterized by minimal or absent production of insulin by the pancreas.,ncit:C2986,,,
PD,,,,,,Diamond-Blackfan Anemia,An inherited condition characterized by aplasia of the erythroid series only. The white cells and platelets are not affected. Patients develop anemia usually in infancy.,ncit:C61236,,,
PD,,,,,,DICER1 Syndrome,"A rare, autosomal dominant inherited syndrome caused by mutations in the DICER1 gene. People with this syndrome are at an increased risk of developing pleuropulmonary blastoma, cystic nephroma, Sertoli-Leydig cell tumor of the ovary, and multinodular goiter.",ncit:C123317,,,
PD,,,,,,Down Syndrome,"A chromosomal dysgenesis syndrome resulting from a triplication or translocation of chromosome 21. Down syndrome occurs in approximately 1:700 live births. Abnormalities are variable from individual to individual and may include mental retardation, retarded growth, flat hypoplastic face with short nose, prominent epicanthic skin folds, small low-set ears with prominent antihelix, fissured and thickened tongue, laxness of joint ligaments, pelvic dysplasia, broad hands and feet, stubby fingers, transverse palmar crease, lenticular opacities and heart disease. Patients with Down syndrome have an estimated 10 to 30-fold increased risk for leukemia; most have symptoms of Alzheimer's disease by age 40. Also known as trisomy 21 syndrome.",ncit:C2993,,,
PD,,,,,,Endolymphatic Sack Tumor,,,,,
PD,,,,,,Epistaxis,,,,,
PD,,,,,,Fanconi Anemia,"An autosomal recessive genetic disorder characterized by bone marrow failure, skeletal abnormalities, and an increased incidence of the development of neoplasias.",ncit:C62505,,,
PD,,,,,,Fetal Rhabdomyoma,,,,,
PD,,,,,,Frasier Syndrome,"A condition, which typically presents during adolescence, that is caused by WT-1 mutation, and is characterized by a developmental sex disorder, FSGS, and may be associated with gonadoblastoma.",ncit:C122805,,,
PD,,,,,,Gardner Syndrome,"A variant of familial adenomatous polyposis. It is an autosomal dominant syndrome characterized by multiple colonic polyps predisposing to carcinoma of the colon, osteomas of the skull, epidermoid cysts, and fibromas. It is associated with mutation of the APC gene.",ncit:C6728,,,
PD,,,,,,Gastrointestinal Stromal Tumor,,,,,
PD,,,,,,Gastroschisis,A congenital birth defect characterized by the exposure of the fetal intestines outside the abdominal wall through an abdominal wall opening.,ncit:C84725,,,
PD,,,,,,Glioma of the Optic Pathway (With Signs of NF1),,,,,
PD,,,,,,Gonadal Dysgenesis,A congenital disorder characterized by the presence of extremely hypoplastic gonads preventing the development of secondary sex characteristics,ncit:C61420,,,
PD,,,,,,Gonadoblastoma,,,,,
PD,,,,,,Goodpasture's Syndrome,An autoimmune disorder characterized by pulmonary hemorrhage and glomerulonephritis. It is a hypersensitivity reaction resulting in the formation of antibodies against the pulmonary alveoli and the basement membrane of the glomeruli.,ncit:C34649,,,
PD,,,,,,Gorlin Syndrome,"An autosomal dominant genetic syndrome caused by abnormalities in the PTCH gene. It is characterized by multiple basal cell carcinomas at a young age, odontogenic keratocysts, and skeletal defects (bifurcated and splayed ribs, fusion of vertebrae, spinal bifida). Patients with this syndrome may also develop medulloblastomas and ovarian fibromas.",ncit:C2892,,,
PD,,,,,,Graves' Disease,"Hyperthyroidism associated with diffuse hyperplasia of the thyroid gland (goiter), resulting from production of antibodies that are directed against the thyrotropin receptor complex of the follicular epithelial cells. As a result, the thyroid gland enlarges and secrets increased amounts of thyroid hormones.",ncit:C3071,,,
PD,,,,,,Hashimoto's Thyroiditis,An autoimmune disorder caused by the production of autoantibodies against thyroid tissue. There is progressive destruction of the thyroid follicles leading to hypothyroidism.,ncit:C27191,,,
PD,,,,,,Headache,,,,,
PD,,,,,,Hearing Problems,,,,,
PD,,,,,,Heart Defect,Genetic anomalies and collections of malformations that are known to cluster together that can be associated with congenital heart defects.,ncit:C168217,,,
PD,,,,,,Hemangioblastoma,,,,,
PD,,,,,,Hemihypertrophy,A finding indicating the presence of greater than normal asymmetry between the right and left sides of the body. The asymmetry may be manifested in the entire side or part of it.,ncit:C88541,,,
PD,,,,,,Hepatoblastoma (CTNNB1 Wildtype),,,,,
PD,,,,,,Hepatocellular Carcinoma,,,,,
PD,,,,,,Hereditary Retinoblastoma,"An inherited malignant tumor that originates in the nuclear layer of the retina. A predisposition to retinoblastoma has been associated with 13q14 cytogenetic abnormalities. Patients with the inherited form appear to be at increased risk for secondary nonocular malignancies such as osteosarcoma, malignant fibrous histiocytoma, and fibrosarcoma.",ncit:C8495,,,
PD,,,,,,Hirschprung Disease,A congenital disorder characterized by the absence of myenteric ganglion cells in the distal colon. It results in a functional stenosis of the distal colon and a massive distention of the proximal colon.,ncit:C34700,,,
PD,,,,,,Infantile Myofibromatosis,,,,,
PD,,,,,,Inflammatory Bowel Disease,"A spectrum of small and large bowel inflammatory diseases of unknown etiology. It includes Crohn's disease, ulcerative colitis, and colitis of indeterminate type.",ncit:C3138,,,
PD,,,,,,Juvenile Idiopathic Arthritis,"A group of chronic, inflammatory childhood disorders of unknown etiology that primarily involve joints.",ncit:C114357,,,
PD,,,,,,Juvenile Myelomonocytic Leukemia,,,,,
PD,,,,,,Keratocystic Odontogenic Tumor,,,,,
PD,,,,,,Klinerfelter Syndrome,A sex chromosome disorder caused by the presence of an extra X chromosome in the male karyotype. Affected individuals are infertile and have a small penis and testes. They tend to have tall stature and long legs and may have difficulties with speech and language development. Gynecomastia may be present.,ncit:C34752,,,
PD,,,,,,Large Cell Calcifying Sertoli-cell-tumor,,,,,
PD,,,,,,Li-Fraumeni Syndrome,"An autosomal dominant cancer predisposition syndrome caused by germline mutations of the TP53 gene. It is associated with breast carcinoma, choroid plexus carcinoma, adrenal cortex carcinoma, astrocytic tumors, medulloblastoma, soft tissue sarcoma, osteosarcoma, and leukemia.",ncit:C3476,,,
PD,,,,,,Lymph Node Swelling,,,,,
PD,,,,,,Lynch Syndrome,"An autosomal dominant hereditary neoplastic syndrome characterized by the development of colorectal carcinoma and a high risk of developing endometrial carcinoma, gastric carcinoma, ovarian carcinoma, renal pelvis carcinoma, and small intestinal carcinoma. Patients often develop colorectal carcinomas at an early age (mean, 45 years). In the majority of the cases the tumors arise from the proximal colon. At the molecular level, high-frequency microsatellite instability is present.",ncit:C8494,,,
PD,,,,,,Maffucci Syndrome,A rare non-inherited disorder primarily affecting the skin and skeletal system. It is classified as a mesodermal dysplasia. Clinical signs appear within the first decade and are characterized by multiple soft tissue hemiangiomas and enchondromas leading to skeletal deformities. Clinical course is progressive with variable development of associated malignancies.,ncit:C3213,,,
PD,,,,,,Malignant Peripheral Nerve Sheath Tumor,,,,,
PD,,,,,,McCune-Albright Syndrome,"A syndrome characterized by the presence of polyostotic fibrous dysplasia, cafe-au-lait skin tumors, and sexual precocity. It is caused by mutations within the GNAS genetic locus.",ncit:C48627,,,
PD,,,,,,Medullary Renal Cell Carcinoma,,,,,
PD,,,,,,Medullary Thyroid Carcinoma,,,,,
PD,,,,,,Medulloblastoma (Shh Activated),,,,,
PD,,,,,,"Medulloblastoma (Wnt Activated, Ctnnb1 Wildtype)",,,,,
PD,,,,,,Medulloepithelioma,,,,,
PD,,,,,,Melanoma,"A malignant, usually aggressive tumor composed of atypical, neoplastic melanocytes. Most often, melanomas arise in the skin (cutaneous melanomas) and include the following histologic subtypes: superficial spreading melanoma, nodular melanoma, acral lentiginous melanoma, and lentigo maligna melanoma. Cutaneous melanomas may arise from acquired or congenital melanocytic or dysplastic nevi. Melanomas may also arise in other anatomic sites including the gastrointestinal system, eye, urinary tract, and reproductive system. Melanomas frequently metastasize to lymph nodes, liver, lungs, and brain.",ncit:C3224,,,
PD,,,,,,Meningioma,,,,,
PD,,,,,,Mixed Connective Tissue Disease,"An autoimmune overlap syndrome characterized by the presence of symptoms of systemic lupus erythematosus, systemic scleroderma, and polymyositis.",ncit:C84892,,,
PD,,,,,,Multiple Osteochondromas,"An autosomal dominant neoplastic chondrogenic process affecting multiple sites. It is caused by mutations in the EXT1 or EXT2 genes. Grossly and microscopically, the lesions resemble an osteochondroma.",ncit:C53457,,,
PD,,,,,,Multiple Sclerosis,A progressive autoimmune disorder affecting the central nervous system resulting in demyelination. Patients develop physical and cognitive impairments that correspond with the affected nerve fibers.,ncit:C3243,,,
PD,,,,,,Myelodysplastic Syndrome,,,,,
PD,,,,,,Myeloproliferative Neoplasms (except CML),,,,,
PD,,,,,,Myxoma,,,,,
PD,,,,,,Nasal Obstruction,,,,,
PD,,,,,,Neuroendocrine Tumor,,,,,
PD,,,,,,Neurofibromatosis Type 1,"The most common type of neurofibromatosis. It is characterized clinically by cutaneous and subcutaneous tumors with patches of hyperpigmentation. The hyperpigmented skin areas, are present from birth and found anywhere on the body surface. They can vary markedly in size and color. The dark brown areas are called cafe-au-lait spots. The multiple cutaneous and subcutaneous tumors are nerve sheath tumors, called neurofibromas. They can develop anywhere along the peripheral nerve fibers. Neurofibromas can become quite large, causing a major disfigurement, eroding bone, and compressing various peripheral nerve structures. Type 1 neurofibromatosis has dominant inheritance, with a gene locus on the proximal long arm of chromosome 17.",ncit:C3273,,,
PD,,,,,,Neurofibromatosis Type 2,"An autosomal dominant disorder caused by mutations in the NF2 tumor suppressor gene. It is characterized by the development of peripheral and central nervous system tumors including acoustic schwannomas, neurofibromas, gliomas, and meningiomas.",ncit:C3274,,,
PD,,,,,,Noonan Syndrome,"A genetic syndrome caused by mutations in the PTPN11 gene (over 50% of the cases) or less frequently mutations in the SOS1, RAF1, or KRAS genes. It is characterized by short stature, webbed neck, hypertelorism, low-set ears, deafness, and thrombocytopenia or abnormal platelet function.",ncit:C34854,,,
PD,,,,,,Ollier Disease,"A rare benign disorder characterized by lack of normal endochondral ossification, and the growth of multiple enchondromas. It primarily affects the bones of the hand, in children and young adults. Extent of the disease varies; in some cases, neoplastic involvement may be widespread causing considerable deformity.",ncit:C3008,,,
