INFO,Title,Central Nervous System Tumors (CNS) Data Dictionary,,,,,,,,,
INFO,Name,cns_v1.2,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Data Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,D4CG Data Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Disease Consortium Information,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,GCC1949,,,,New PD,
PD,,,,,,PBTC031,,,,New PD,
PD,,,,,,PNOC023,,,,New PD,
PD,,,,,,ACNS2021,,,,New PD,
PD,,,,,,ARET0321,,,,New PD,
PD,,,,,,SIOP CNS GCT II,,,,New PD,
PD,,,,,,AREN1921,,,,New PD,
PD,,,,,,A3973,,,,New PD,
PD,,,,,,PBTC043,,,,New PD,
PD,,,,,,BRF116013,,,,New PD,
PD,,,,,,PNOC027,,,,New PD,
PD,,,,,,CNS1100,,,,New PD,
PD,,,,,,ARST0531,,,,New PD,
PD,,,,,,A3961,,,,New PD,
PD,,,,,,SC-9006,,,,New PD,
PD,,,,,,PBTC-039,,,,New PD,
PD,,,,,,POG-9905,,,,New PD,
PD,,,,,,EZH-102,,,,New PD,
PD,,,,,,EZH-202,,,,New PD,
PD,,,,,,Re-MATCH,,,,New PD,
PD,,,,,,ICE,,,,New PD,
PD,,,,,,ANHL01P1,,,,New PD,
PD,,,,,,CCLG-EPSSG-RMS-2005,,,,New PD,
PD,,,,,,STRIvE-02,,,,New PD,
VD,TREATMENT_ARM,Enum,"1 - contributors must include, regardless of the resource cost",A specific treatment plan within a clinical trial that describes the activities a subject will be involved in as he or she progresses through the study.,ncit:C15538,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,11-C-0161:Arm 1 (AZD6244),,,,New PD,
PD,,,,,,11-C-0161:Arm 2 (AZD6244),,,,New PD,
PD,,,,,,15-C-0093:Phase I (Turalio),,,,New PD,
PD,,,,,,15-C-0093:Phase II (Turalio),,,,New PD,
PD,,,,,,"AALL0434:Group 0 Induction Therapy (Cytarabine, Daunorubicin Hydrochloride, Methotrexate, Pegaspargase, Prednisone, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group 1 Arm IV (Consolidation chemotherapy) (Cyclophosphamide, Cytarabine, Mercaptopurine, Methotrexate, Nelarabine, Pegaspargase,)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm I (Consolidation chemotherapy) (Cyclophosphamide, Cytarabine, Leucovorin Calcium, Mercaptopurine, Methotrexate, Pegaspargase, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm I (Delayed intensification chemotherapy (Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Methotrexate, Pegaspargase, Thioguanine, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm I (Maintenance chemotherapy) (Mercaptopurine, Methotrexate, Prednisone, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm I (Interim maintenance chemotherapy) (Leucovorin Calcium, Methotrexate, Pegaspargase, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm II (Consolidation chemotherapy) (Cyclophosphamide, Cytarabine, Mercaptopurine, Methotrexate, Nelarabine, Pegaspargase, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm II (Delayed intensification chemotherapy) (Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Nelarabine, Pegaspargase, Thioguanine, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm II (Interim maintenance chemotherapy) (Asparaginase, Methotrexate, Pegaspargase, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm II (Maintenance chemotherapy) (Mercaptopurine, Methotrexate, Nelarabine, Prednisone, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm III (Consolidation chemotherapy) (Cyclophosphamide, Cytarabine, Leucovorin Calcium, Mercaptopurine, Methotrexate, Pegaspargase, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm III (Delayed intensification chemotherapy) (Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Methotrexate, Pegaspargase, Thioguanine, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm III (Interim maintenance chemotherapy) (Leucovorin Calcium, Mercaptopurine, Methotrexate, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm III (Maintenance chemotherapy) (Methotrexate, Prednisone, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm IV (Delayed intensification chemotherapy) (Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Methotrexate, Nelarabine, Pegaspargase, Thioguanine, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm IV (Interim maintenance chemotherapy) (Leucovorin Calcium, Mercaptopurine, Methotrexate, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL0434:Group I Arm IV (Maintenance chemotherapy) (Mercaptopurine, Methotrexate, Nelarabine, Prednisone, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL1731:Arm A (SR-Avg control) (Asparaginase Erwinia chrysanthemi, Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Mercaptopurine, Mercaptopurine Oral Suspension, Methotrexate, Pegaspargase, Prednisone, Thioguanine, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL1731:Arm B (SR-Avg experimental) (Asparaginase Erwinia chrysanthemi, Blinatumomab, Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Mercaptopurine, Mercaptopurine Oral Suspension, Methotrexate, Pegaspargase, Thioguanine, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL1731:Arm C (SR-High Control) (Asparaginase Erwinia chrysanthemi, Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Mercaptopurine, Mercaptopurine Oral Suspension, Methotrexate, Pegaspargase, Prednisolone, Prednisone, Thioguanine, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL1731:Arm D (SR-High experimental) (Asparaginase Erwinia chrysanthemi, Blinatumomab, Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Mercaptopurine, Mercaptopurine Oral Suspension, Methotrexate, Pegaspargase, Prednisolone, Prednisone, Thioguanine, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL1731:B-LLy (Asparaginase Erwinia chrysanthemi, Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Mercaptopurine, Mercaptopurine Oral Suspension, Methotrexate, Pegaspargase, Prednisolone, Prednisone, Thioguanine, Vincristine Sulfate,)",,,,New PD,
PD,,,,,,"AALL1731:DS B-ALL (Asparaginase Erwinia chrysanthemi, Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Mercaptopurine, Mercaptopurine Oral Suspension, Methotrexate, Pegaspargase, Thioguanine, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AALL1731:NCI SR or HR DS B-ALL (Asparaginase Erwinia chrysanthemi, Blinatumomab, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Mercaptopurine, Mercaptopurine Oral Suspension, Methotrexate, Pegaspargase, Prednisolone, Prednisone, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AAML03P1:N/A (asparaginase, busulfan, cyclophosphamide, cyclosporine, cytarabine, daunorubicin hydrochloride, etoposide, gemtuzumab ozogamicin, methotrexate, mitoxantrone hydrochloride)",,,,New PD,
PD,,,,,,"AAML0531:Arm A: Standard Arm - No GMTZ, AML Pts w/out Down Syndrome (asparaginase, cytarabine, daunorubicin hydrochloride, etoposide, mitoxantrone hydrochloride)",,,,New PD,
PD,,,,,,"AAML0531:Arm B: Experimental - with GMTZ, AML Pts w/out Down Syndrome (asparaginase, cytarabine, daunorubicin hydrochloride, etoposide, gemtuzumab ozogamicin, gemtuzumab ozogamicin)",,,,New PD,
PD,,,,,,"AAML0531:Arm A: Standard Arm - No GMTZ, AML Patients with Down Syndrome (asparaginase, cytarabine, daunorubicin hydrochloride, etoposide, mitoxantrone hydrochloride)",,,,New PD,
PD,,,,,,"ACNS0121:STR (interim chemotherapy/second look surgery) (Vincristine, Carboplatin, Cyclophosphamide, Etoposide)",,,,New PD,
PD,,,,,,ACNS0121:GTR Supratentorial Differentiated (observation),,,,New PD,
PD,,,,,,ACNS0121:GTR (radiation only),,,,New PD,
PD,,,,,,"ACNS0122:Induction only (No high-dose therapy) (carboplatin, etoposide, ifosfamide)",,,,New PD,
PD,,,,,,"ACNS0122:Induction and Consolidation (High dose chemotherapy) (carboplatin, etoposide, ifosfamide, Thiotepa)",,,,New PD,
PD,,,,,,ACNS0232:Regimen A (Radiotherapy Alone),,,,New PD,
PD,,,,,,"ACNS0232:Regimen B (Cycles 1 and 2 only) (Carboplatin, Etoposide)",,,,New PD,
PD,,,,,,"ACNS0232:Regimen B (MRD/PR/SD = 4 cycles) (Carboplatin, Etoposide, Cisplatin, Cyclophosphamide)",,,,New PD,
PD,,,,,,"ACNS0331:Arm I (3-7 years of age, LDCSI, IFRT) (Cisplatin, Lomustine, Vincristine, Cyclophosphamide)",,,,New PD,
PD,,,,,,"ACNS0331:Arm II (3-7 years of age, LDCSI, PFRT) (Cisplatin, Lomustine, Vincristine, Cyclophosphamide)",,,,New PD,
PD,,,,,,"ACNS0331:Arm III (3-7 years of age, SDCSI, IFRT) (Cisplatin, Lomustine, Vincristine, Cyclophosphamide)",,,,New PD,
PD,,,,,,"ACNS0331:Arm IV (3-7 years of age, SDCSI, PFRT) (Cisplatin, Lomustine, Vincristine, Cyclophosphamide)",,,,New PD,
PD,,,,,,"ACNS0331:Arm V (8-21 years of age, SDCSI, IFRT) (Cisplatin, Lomustine, Vincristine, Cyclophosphamide)",,,,New PD,
PD,,,,,,"ACNS0331:Arm VI (8-21 years of age, SDCSI, PFRT) (Cisplatin, Lomustine, Vincristine, Cyclophosphamide)",,,,New PD,
PD,,,,,,"ACNS0332:Regimen A (no carboplatin, no isotretinoin) (Cisplatin, Cyclophosphamide, Vincristine)",,,,New PD,
PD,,,,,,"ACNS0332:Regimen B (carboplatin, no isotretinoin) (Carboplatin, Cisplatin, Cyclophosphamide, Vincristine)",,,,New PD,
PD,,,,,,"ACNS0332:Regimen C (no carboplatin, isotretinoin) (Cisplatin, Cyclophosphamide, Vincristine, Isotretinoin)",,,,New PD,
PD,,,,,,"ACNS0332:Regimen D (carboplatin, isotretinoin) (Carboplatin, Cisplatin, Cyclophosphamide, Vincristine, Isotretinoin)",,,,New PD,
PD,,,,,,"ACNS0333:Arm I (chemotherapy, autologous PBSC, 3D-CRT) (Carboplatin, Cisplatin, Cyclophosphamide, Etoposide, Filgrastim, Leucovorin Calcium, Methotrexate, Thiotepa, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"ACNS0333:Arm II (chemotherapy, 3D-CRT, autologous PBSC) (Carboplatin, Cisplatin, Cyclophosphamide, Etoposide, Filgrastim, Leucovorin Calcium, Methotrexate, Thiotepa, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"ACNS0334:Regimen A (Cisplatin, Cyclophosphamide, Vincristine, Etoposide, Carboplatin, Thiotepa, ASCR)",,,,New PD,
PD,,,,,,"ACNS0334:Regimen B (Methotrexate, Cisplatin, Cyclophosphamide, Vincristine, Etoposide, Carboplatin, Thiotepa, ASCR)",,,,New PD,
PD,,,,,,"ACNS0821:TEMO+IRIN (Temozolomide, Irinotecan)",,,,New PD,
PD,,,,,,"ACNS0821:TEMO+IRIN+BEVA (Temozolomide, Irinotecan, Bevacizumab)",,,,New PD,
PD,,,,,,"ACNS0822:Arm I (Vorinostat) (Vorinostat, Bevacizumab, Temozolomide)",,,,New PD,
PD,,,,,,"ACNS0822:Arm II (Temozolomide) (Bevacizumab, Temozolomide)",,,,New PD,
PD,,,,,,"ACNS0822:Arm III (Bevacizumab) (Bevacizumab, Temozolomide)",,,,New PD,
PD,,,,,,"ACNS0822:Arm IV (temozolomide) (Bevacizumab, Temozolomide)",,,,New PD,
PD,,,,,,"ACNS0822:Arm V (vorinostat/bevacizumab (Vorinostat, Bevacizumab, Temozolomide)",,,,New PD,
PD,,,,,,"ACNS0822:Feasibility (vorinostat) (Vorinostat, Bevacizumab, Temozolomide)",,,,New PD,
PD,,,,,,"ACNS0831:Arm I (radiotherapy, chemotherapy) (Vincristine, Carboplatin, Cyclophosphamide, Etoposide)",,,,New PD,
PD,,,,,,"ACNS0831:Arm II (radiotherapy, chemotherapy) (Vincristine, Cyclophosphamide, Etoposide, Cisplatin)",,,,New PD,
PD,,,,,,"ACNS0831:Arm III (radiotherapy, observation)",,,,New PD,
PD,,,,,,"ACNS0831:STR (Induction only) (Vincristine, Carboplatin, Cyclophosphamide, Etoposide)",,,,New PD,
PD,,,,,,"ACNS0831:GTR (Randomized to Maintenance Chemotherapy) (Vincristine, Cisplatin, Cyclophosphamide, Etoposide)",,,,New PD,
PD,,,,,,ACNS0831:GTR (Randomized to No Chemotherapy),,,,New PD,
PD,,,,,,ACNS0831:STR Differentiated (observation),,,,New PD,
PD,,,,,,ACNS1022:Arm I (low-dose lenalidomide) (Lenalidomide),,,,New PD,
PD,,,,,,ACNS1022:Arm II (high-dose lenalidomide) (Lenalidomide),,,,New PD,
PD,,,,,,"ACNS1123:Stratum 1 (NGGCT) (carboplatin, etoposide, ifosfamide)",,,,New PD,
PD,,,,,,"ACNS1123:Stratum 2 (Germinoma) (carboplatin, etoposide)",,,,New PD,
PD,,,,,,"ACNS1831:Arm 1 (Carboplatin, Vincristine)",,,,New PD,
PD,,,,,,ACNS1831:Arm 2 (Selumetinib),,,,New PD,
PD,,,,,,"ACNS1833:Arm 1 (Carboplatin, Vincristine)",,,,New PD,
PD,,,,,,ACNS1833:Arm 2 (Selumetinib),,,,New PD,
PD,,,,,,ACNS1931:Active Comparator: Efficacy Phase Arm II (selumetinib) (Selumetinib Sulfate),,,,New PD,
PD,,,,,,"ACNS1931:Experimental: Feasibility & Efficacy Phase Arm I (selumetinib, vinblastine) (Selumetinib, Vinblastine)",,,,New PD,
PD,,,,,,ADVL0416:ARM I (vorinostat),,,,New PD,
PD,,,,,,ADVL0416:ARM II (vorinostat),,,,New PD,
PD,,,,,,"ADVL0416:ARM III (vorinostat, isotretinoin)",,,,New PD,
PD,,,,,,ADVL0612:PART A (sunitinib malate),,,,New PD,
PD,,,,,,ADVL0612:PART B (sunitinib malate),,,,New PD,
PD,,,,,,ADVL0921:Arm I (neuroblastoma- measurable) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm II (Neuroblastoma- MIBG evaluable) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm III (rhabdomyosarcoma) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm IV (osteosarcoma) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm V (Ewing sarcoma/peripheral PNET) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm VI (non-RMS soft tissue sarcoma) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm VII (hepatoblastoma) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm VIII (malignant germ cell tumor) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm IX (Wilms tumor) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm X (acute lymphoblastic leukemia) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm XI (acute myelogenous leukemia) (Alisertib),,,,New PD,
PD,,,,,,ADVL0921:Arm XII (rhabdoid malignancy) (Alisertib),,,,New PD,
PD,,,,,,"ADVL1411:Phase 1 (talazoparib, temozolomide)",,,,New PD,
PD,,,,,,"ADVL1411:Phase 2 (talazoparib, temozolomide)",,,,New PD,
PD,,,,,,"AEWS0031:Regimen A (cyclophosphamide, doxorubicin hydrochloride, etoposide, ifosfamide, vincristine sulfate)",,,,New PD,
PD,,,,,,"AEWS0031:Regimen B (cyclophosphamide, doxorubicin hydrochloride, etoposide, ifosfamide, vincristine sulfate)",,,,New PD,
PD,,,,,,"AEWS1031:Arm A (combination chemotherapy) (Cyclophosphamide, Dexrazoxane, Doxorubicin Hydrochloride, Etoposide, Ifosfamide, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"AEWS1031:Arm B (combination chemotherapy, topotecan hydrochloride) (Cyclophosphamide, Dexrazoxane, Doxorubicin Hydrochloride, Etoposide, Ifosfamide, Topotecan Hydrochloride, Vincristine Sulfate)",,,,New PD,
PD,,,,,,AG881-C-004:Experimental: Vorasidenib (Vorasidenib),,,,New PD,
PD,,,,,,AG881-C-004:Placebo Comparator: Matching Placebo (Matching Placebo),,,,New PD,
PD,,,,,,"AGCT0132:Arm I (cisplatin, etoposide)",,,,New PD,
PD,,,,,,AGCT0132:Arm 2,,,,New PD,
PD,,,,,,"AGCT1531:Arm I (bleomycin, carboplatin, etoposide) (Carboplatin, Etoposide)",,,,New PD,
PD,,,,,,"AGCT1531:Arm II (bleomycin, etoposide, cisplatin) (Cisplatin, Etoposide)",,,,New PD,
PD,,,,,,"AGCT1531:Arm III (bleomycin, etoposide, carboplatin) (Carboplatin, Etoposide)",,,,New PD,
PD,,,,,,"AGCT1531:Arm IV (bleomycin, etoposide, cisplatin) (Cisplatin, Etoposide)",,,,New PD,
PD,,,,,,AGCT1531:Low-Risk (observation),,,,New PD,
PD,,,,,,"AGCT1532:Arm A: TIP (paclitaxel, ifosfamide, cisplatin, pegylated G-CSF, G-CSF)",,,,New PD,
PD,,,,,,"AGCT1532:Arm B: TI-CE (paclitaxel, ifosfamide, pegylated G-CSF, G-CSF, carboplatin, etoposide phosphate,)",,,,New PD,
PD,,,,,,"ANBL0531:Group 2 (chemotherapy, surgery) (carboplatin, cyclophosphamide, doxorubicin hydrochloride, etoposide, topotecan hydrochloride, Filgrastim)",,,,New PD,
PD,,,,,,"ANBL0531:Group 3 (chemotherapy, surgery) (carboplatin, cyclophosphamide, doxorubicin hydrochloride, etoposide, topotecan hydrochloride, Filgrastim)",,,,New PD,
PD,,,,,,"ANBL0531:Group 4 (chemotherapy, surgery, antineoplastic therapy) (Isotretinoin, carboplatin, cyclophosphamide, doxorubicin hydrochloride, etoposide, topotecan hydrochloride, Filgrastim)",,,,New PD,
PD,,,,,,ANBL0531:Non-intermediate risk enrolled on intermediate risk trial,,,,New PD,
PD,,,,,,"ANBL0532:Consolidation Arm A: single myeloablative consolidation (Carboplatin, Cisplatin, Cyclophosphamide, Doxorubicin Hydrochloride, Etoposide, Filgrastim, Isotretinoin, Melphalan, Topotecan Hydrochloride, Vincristine Sulfate Liposome)",,,,New PD,
PD,,,,,,"ANBL0532:Consolidation Arm B: tandem myeloablative consolidation (Carboplatin, Cisplatin, Cyclophosphamide, Doxorubicin Hydrochloride, Etoposide, Filgrastim, Isotretinoin, Melphalan, Thiotepa, Topotecan Hydrochloride, Vincristine Sulfate Liposome)",,,,New PD,
PD,,,,,,"ANBL1531:Arm A (chemotherapy, HSCT, EBRT) (Carboplatin, Cisplatin, Cyclophosphamide, Dexrazoxane Hydrochloride, Dinutuximab, Doxorubicin Hydrochloride, Etoposide Phosphate, Isotretinoin, Sargramostim, Thiotepa, Topotecan Hydrochloride, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"ANBL1531:Arm B (Iobenguane I-131, chemotherapy, HSCT, EBRT) (Carboplatin, Cisplatin, Cyclophosphamide, Dexrazoxane Hydrochloride, Dinutuximab, Doxorubicin Hydrochloride, Etoposide Phosphate, Isotretinoin, Sargramostim, Thiotepa, Topotecan Hydrochloride, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"ANBL1531:Arm C (Iobenguane I-131, chemotherapy, BuMel, HSCT, EBRT) (Busulfan, Cisplatin, Cyclophosphamide, Dexrazoxane Hydrochloride, Dinutuximab, Doxorubicin Hydrochloride, Etoposide Phosphate, Isotretinoin, Melphalan Hydrochloride, Sargramostim, Thiotepa, Topotecan Hydrochloride, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"ANBL1531:Arm D (chemotherapy, HSCT, EBRT) (Carboplatin, Cisplatin, Cyclophosphamide, Dexrazoxane Hydrochloride, Dinutuximab, Doxorubicin Hydrochloride, Etoposide Phosphate, Isotretinoin, Sargramostim, Thiotepa, Topotecan Hydrochloride, Vincristine Sulfate,)",,,,New PD,
PD,,,,,,"ANBL1531:Arm E (crizotinib, chemotherapy, HSCT, EBRT) (Crizotinib, Carboplatin, Cisplatin, Cyclophosphamide, Dexrazoxane Hydrochloride, Dinutuximab, Doxorubicin Hydrochloride, Etoposide Phosphate, Isotretinoin, Sargramostim, Thiotepa, Topotecan Hydrochloride)",,,,New PD,
PD,,,,,,"ANHL0131:Standard APO with Vincristine (Arm I) (doxorubicin hydrochloride, mercaptopurine, methotrexate, prednisone, vincristine sulfate)",,,,New PD,
PD,,,,,,"ANHL0131:Experimental: Consolidation with Vinblastine (doxorubicin hydrochloride, mercaptopurine, methotrexate, prednisone, vincristine sulfate)",,,,New PD,
PD,,,,,,APEC1621:Subprotcol M (HRAS gene alterations) (Tipifarnib),,,,New PD,
PD,,,,,,"APEC1621:Subprotocol A (NTRK1, NTRK2, or NTRK3 gene fusion) (Larotrectinib Sulfate)",,,,New PD,
PD,,,,,,"APEC1621:Subprotocol B (FGFR1, FGFR2, FGFR3, or FGFR4 gene mutation) (Erdafitinib)",,,,New PD,
PD,,,,,,"APEC1621:Subprotocol C (EZH2, SMARCB1, or SMARCA4 gene mutation) (Tazemetostat)",,,,New PD,
PD,,,,,,"APEC1621:Subprotocol D (TSC1, TSC2, or PI3K/mTOR gene mutation) (Samotolisib)",,,,New PD,
PD,,,,,,APEC1621:Subprotocol E (activating MAPK pathway gene mutation) (Selumetinib Sulfate),,,,New PD,
PD,,,,,,APEC1621:Subprotocol F (ALK or ROS1 gene alteration) (Ensartinib),,,,New PD,
PD,,,,,,APEC1621:Subprotocol G (BRAF V600 gene mutation) (Vemurafenib),,,,New PD,
PD,,,,,,"APEC1621:Subprotocol H (ATM, BRCA1, BRCA2, RAD51C, RAD51D mutations) (Olaparib)",,,,New PD,
PD,,,,,,"APEC1621:Subprotocol I (Rb positive, alterations in cell cycle genes) (Palbociclib)",,,,New PD,
PD,,,,,,APEC1621:Subprotocol J (MAPK pathway mutations) (Ulixertinib),,,,New PD,
PD,,,,,,APEC1621:Subprotocol N (activating RET mutations) (Selpercatinib),,,,New PD,
PD,,,,,,BRAINCHILD-01:Arm A (tumor cavity delivery) (HER2-specific chimeric antigen receptor (CAR) T cell),,,,New PD,
